,COUNTYNAME,Year,Provisional Drug Overdose Deaths,Coordinates
193,Meigs,2021,223,"[[[-82.1, 38.952], [-82.095, 39.002], [-82.217, 39.009], [-82.323, 39.013], [-82.323, 39.028], [-82.307, 39.205], [-82.269, 39.204], [-82.079, 39.194], [-81.957, 39.189], [-81.752, 39.181], [-81.75, 39.167], [-81.743, 39.153], [-81.74, 39.137], [-81.74, 39.11], [-81.748, 39.091], [-81.764, 39.082], [-81.784, 39.079], [-81.806, 39.084], [-81.811, 39.073], [-81.795, 39.046], [-81.777, 39.034], [-81.764, 39.021], [-81.762, 38.998], [-81.776, 38.977], [-81.776, 38.956], [-81.76, 38.938], [-81.76, 38.928], [-81.768, 38.923], [-81.786, 38.927], [-81.808, 38.943], [-81.824, 38.946], [-81.841, 38.929], [-81.847, 38.903], [-81.869, 38.883], [-81.887, 38.874], [-81.906, 38.878], [-81.928, 38.895], [-81.923, 38.906], [-81.902, 38.925], [-81.899, 38.932], [-81.917, 38.965], [-81.937, 38.993], [-81.945, 38.996], [-81.964, 38.992], [-81.978, 38.995], [-81.992, 39.02], [-82.01, 39.028], [-82.028, 39.029], [-82.042, 39.017], [-82.047, 38.997], [-82.062, 38.987], [-82.085, 38.977], [-82.1, 38.952]]]"
194,Meigs,2022,201,"[[[-82.1, 38.952], [-82.095, 39.002], [-82.217, 39.009], [-82.323, 39.013], [-82.323, 39.028], [-82.307, 39.205], [-82.269, 39.204], [-82.079, 39.194], [-81.957, 39.189], [-81.752, 39.181], [-81.75, 39.167], [-81.743, 39.153], [-81.74, 39.137], [-81.74, 39.11], [-81.748, 39.091], [-81.764, 39.082], [-81.784, 39.079], [-81.806, 39.084], [-81.811, 39.073], [-81.795, 39.046], [-81.777, 39.034], [-81.764, 39.021], [-81.762, 38.998], [-81.776, 38.977], [-81.776, 38.956], [-81.76, 38.938], [-81.76, 38.928], [-81.768, 38.923], [-81.786, 38.927], [-81.808, 38.943], [-81.824, 38.946], [-81.841, 38.929], [-81.847, 38.903], [-81.869, 38.883], [-81.887, 38.874], [-81.906, 38.878], [-81.928, 38.895], [-81.923, 38.906], [-81.902, 38.925], [-81.899, 38.932], [-81.917, 38.965], [-81.937, 38.993], [-81.945, 38.996], [-81.964, 38.992], [-81.978, 38.995], [-81.992, 39.02], [-82.01, 39.028], [-82.028, 39.029], [-82.042, 39.017], [-82.047, 38.997], [-82.062, 38.987], [-82.085, 38.977], [-82.1, 38.952]]]"
195,Meigs,2023,243,"[[[-82.1, 38.952], [-82.095, 39.002], [-82.217, 39.009], [-82.323, 39.013], [-82.323, 39.028], [-82.307, 39.205], [-82.269, 39.204], [-82.079, 39.194], [-81.957, 39.189], [-81.752, 39.181], [-81.75, 39.167], [-81.743, 39.153], [-81.74, 39.137], [-81.74, 39.11], [-81.748, 39.091], [-81.764, 39.082], [-81.784, 39.079], [-81.806, 39.084], [-81.811, 39.073], [-81.795, 39.046], [-81.777, 39.034], [-81.764, 39.021], [-81.762, 38.998], [-81.776, 38.977], [-81.776, 38.956], [-81.76, 38.938], [-81.76, 38.928], [-81.768, 38.923], [-81.786, 38.927], [-81.808, 38.943], [-81.824, 38.946], [-81.841, 38.929], [-81.847, 38.903], [-81.869, 38.883], [-81.887, 38.874], [-81.906, 38.878], [-81.928, 38.895], [-81.923, 38.906], [-81.902, 38.925], [-81.899, 38.932], [-81.917, 38.965], [-81.937, 38.993], [-81.945, 38.996], [-81.964, 38.992], [-81.978, 38.995], [-81.992, 39.02], [-82.01, 39.028], [-82.028, 39.029], [-82.042, 39.017], [-82.047, 38.997], [-82.062, 38.987], [-82.085, 38.977], [-82.1, 38.952]]]"
196,Miami,2020,396,"[[[-84.023, 40.184], [-84.035, 40.056], [-84.036, 40.04], [-84.051, 39.88], [-84.166, 39.886], [-84.163, 39.923], [-84.301, 39.922], [-84.426, 39.919], [-84.432, 40.197], [-84.342, 40.197], [-84.219, 40.2], [-84.219, 40.195], [-84.023, 40.184]]]"
197,Miami,2021,351,"[[[-84.023, 40.184], [-84.035, 40.056], [-84.036, 40.04], [-84.051, 39.88], [-84.166, 39.886], [-84.163, 39.923], [-84.301, 39.922], [-84.426, 39.919], [-84.432, 40.197], [-84.342, 40.197], [-84.219, 40.2], [-84.219, 40.195], [-84.023, 40.184]]]"
198,Miami,2022,286,"[[[-84.023, 40.184], [-84.035, 40.056], [-84.036, 40.04], [-84.051, 39.88], [-84.166, 39.886], [-84.163, 39.923], [-84.301, 39.922], [-84.426, 39.919], [-84.432, 40.197], [-84.342, 40.197], [-84.219, 40.2], [-84.219, 40.195], [-84.023, 40.184]]]"
199,Miami,2023,285,"[[[-84.023, 40.184], [-84.035, 40.056], [-84.036, 40.04], [-84.051, 39.88], [-84.166, 39.886], [-84.163, 39.923], [-84.301, 39.922], [-84.426, 39.919], [-84.432, 40.197], [-84.342, 40.197], [-84.219, 40.2], [-84.219, 40.195], [-84.023, 40.184]]]"
200,Monroe,2023,0,"[[[-81.037, 39.54], [-81.034, 39.572], [-81.242, 39.579], [-81.266, 39.577], [-81.265, 39.606], [-81.283, 39.606], [-81.28, 39.707], [-81.319, 39.707], [-81.317, 39.779], [-81.313, 39.87], [-81.237, 39.867], [-81.138, 39.866], [-81.127, 39.864], [-81.017, 39.86], [-80.989, 39.857], [-80.82, 39.85], [-80.827, 39.838], [-80.822, 39.817], [-80.823, 39.807], [-80.833, 39.793], [-80.864, 39.773], [-80.868, 39.766], [-80.863, 39.752], [-80.847, 39.738], [-80.829, 39.716], [-80.837, 39.702], [-80.861, 39.692], [-80.865, 39.678], [-80.864, 39.663], [-80.871, 39.633], [-80.884, 39.619], [-80.894, 39.616], [-80.922, 39.617], [-80.943, 39.608], [-80.986, 39.578], [-81.024, 39.548], [-81.037, 39.54]]]"
201,Montgomery,2020,3770,"[[[-84.114, 39.578], [-84.292, 39.589], [-84.366, 39.59], [-84.479, 39.59], [-84.481, 39.657], [-84.482, 39.745], [-84.485, 39.918], [-84.426, 39.919], [-84.301, 39.922], [-84.163, 39.923], [-84.166, 39.886], [-84.051, 39.88], [-84.054, 39.85], [-84.055, 39.836], [-84.093, 39.838], [-84.097, 39.794], [-84.112, 39.628], [-84.109, 39.626], [-84.114, 39.578]]]"
202,Montgomery,2021,3799,"[[[-84.114, 39.578], [-84.292, 39.589], [-84.366, 39.59], [-84.479, 39.59], [-84.481, 39.657], [-84.482, 39.745], [-84.485, 39.918], [-84.426, 39.919], [-84.301, 39.922], [-84.163, 39.923], [-84.166, 39.886], [-84.051, 39.88], [-84.054, 39.85], [-84.055, 39.836], [-84.093, 39.838], [-84.097, 39.794], [-84.112, 39.628], [-84.109, 39.626], [-84.114, 39.578]]]"
203,Montgomery,2022,3466,"[[[-84.114, 39.578], [-84.292, 39.589], [-84.366, 39.59], [-84.479, 39.59], [-84.481, 39.657], [-84.482, 39.745], [-84.485, 39.918], [-84.426, 39.919], [-84.301, 39.922], [-84.163, 39.923], [-84.166, 39.886], [-84.051, 39.88], [-84.054, 39.85], [-84.055, 39.836], [-84.093, 39.838], [-84.097, 39.794], [-84.112, 39.628], [-84.109, 39.626], [-84.114, 39.578]]]"
204,Montgomery,2023,3697,"[[[-84.114, 39.578], [-84.292, 39.589], [-84.366, 39.59], [-84.479, 39.59], [-84.481, 39.657], [-84.482, 39.745], [-84.485, 39.918], [-84.426, 39.919], [-84.301, 39.922], [-84.163, 39.923], [-84.166, 39.886], [-84.051, 39.88], [-84.054, 39.85], [-84.055, 39.836], [-84.093, 39.838], [-84.097, 39.794], [-84.112, 39.628], [-84.109, 39.626], [-84.114, 39.578]]]"
205,Morrow,2020,204,"[[[-82.623, 40.55], [-82.643, 40.55], [-82.643, 40.522], [-82.633, 40.522], [-82.646, 40.345], [-82.745, 40.35], [-82.93, 40.358], [-82.925, 40.414], [-83.022, 40.419], [-83.021, 40.434], [-83.017, 40.484], [-82.958, 40.491], [-82.958, 40.645], [-82.86, 40.646], [-82.858, 40.705], [-82.858, 40.712], [-82.727, 40.711], [-82.627, 40.709], [-82.626, 40.666], [-82.645, 40.666], [-82.645, 40.637], [-82.625, 40.637], [-82.625, 40.625], [-82.623, 40.55]]]"
206,Morrow,2021,184,"[[[-82.623, 40.55], [-82.643, 40.55], [-82.643, 40.522], [-82.633, 40.522], [-82.646, 40.345], [-82.745, 40.35], [-82.93, 40.358], [-82.925, 40.414], [-83.022, 40.419], [-83.021, 40.434], [-83.017, 40.484], [-82.958, 40.491], [-82.958, 40.645], [-82.86, 40.646], [-82.858, 40.705], [-82.858, 40.712], [-82.727, 40.711], [-82.627, 40.709], [-82.626, 40.666], [-82.645, 40.666], [-82.645, 40.637], [-82.625, 40.637], [-82.625, 40.625], [-82.623, 40.55]]]"
207,Morrow,2022,30,"[[[-82.623, 40.55], [-82.643, 40.55], [-82.643, 40.522], [-82.633, 40.522], [-82.646, 40.345], [-82.745, 40.35], [-82.93, 40.358], [-82.925, 40.414], [-83.022, 40.419], [-83.021, 40.434], [-83.017, 40.484], [-82.958, 40.491], [-82.958, 40.645], [-82.86, 40.646], [-82.858, 40.705], [-82.858, 40.712], [-82.727, 40.711], [-82.627, 40.709], [-82.626, 40.666], [-82.645, 40.666], [-82.645, 40.637], [-82.625, 40.637], [-82.625, 40.625], [-82.623, 40.55]]]"
208,Morrow,2023,137,"[[[-82.623, 40.55], [-82.643, 40.55], [-82.643, 40.522], [-82.633, 40.522], [-82.646, 40.345], [-82.745, 40.35], [-82.93, 40.358], [-82.925, 40.414], [-83.022, 40.419], [-83.021, 40.434], [-83.017, 40.484], [-82.958, 40.491], [-82.958, 40.645], [-82.86, 40.646], [-82.858, 40.705], [-82.858, 40.712], [-82.727, 40.711], [-82.627, 40.709], [-82.626, 40.666], [-82.645, 40.666], [-82.645, 40.637], [-82.625, 40.637], [-82.625, 40.625], [-82.623, 40.55]]]"
209,Muskingum,2020,459,"[[[-81.694, 39.842], [-81.698, 39.756], [-81.909, 39.765], [-82.076, 39.771], [-82.073, 39.816], [-82.171, 39.82], [-82.162, 39.909], [-82.234, 39.913], [-82.232, 39.951], [-82.199, 39.95], [-82.188, 40.167], [-82.093, 40.163], [-82, 40.16], [-81.822, 40.156], [-81.717, 40.152], [-81.729, 39.932], [-81.691, 39.931], [-81.694, 39.842]]]"
210,Muskingum,2021,495,"[[[-81.694, 39.842], [-81.698, 39.756], [-81.909, 39.765], [-82.076, 39.771], [-82.073, 39.816], [-82.171, 39.82], [-82.162, 39.909], [-82.234, 39.913], [-82.232, 39.951], [-82.199, 39.95], [-82.188, 40.167], [-82.093, 40.163], [-82, 40.16], [-81.822, 40.156], [-81.717, 40.152], [-81.729, 39.932], [-81.691, 39.931], [-81.694, 39.842]]]"
211,Muskingum,2022,391,"[[[-81.694, 39.842], [-81.698, 39.756], [-81.909, 39.765], [-82.076, 39.771], [-82.073, 39.816], [-82.171, 39.82], [-82.162, 39.909], [-82.234, 39.913], [-82.232, 39.951], [-82.199, 39.95], [-82.188, 40.167], [-82.093, 40.163], [-82, 40.16], [-81.822, 40.156], [-81.717, 40.152], [-81.729, 39.932], [-81.691, 39.931], [-81.694, 39.842]]]"
212,Muskingum,2023,343,"[[[-81.694, 39.842], [-81.698, 39.756], [-81.909, 39.765], [-82.076, 39.771], [-82.073, 39.816], [-82.171, 39.82], [-82.162, 39.909], [-82.234, 39.913], [-82.232, 39.951], [-82.199, 39.95], [-82.188, 40.167], [-82.093, 40.163], [-82, 40.16], [-81.822, 40.156], [-81.717, 40.152], [-81.729, 39.932], [-81.691, 39.931], [-81.694, 39.842]]]"
213,Noble,2020,0,"[[[-81.234, 39.951], [-81.237, 39.867], [-81.313, 39.87], [-81.317, 39.779], [-81.319, 39.707], [-81.28, 39.707], [-81.283, 39.606], [-81.283, 39.592], [-81.357, 39.593], [-81.357, 39.601], [-81.395, 39.601], [-81.395, 39.616], [-81.414, 39.616], [-81.413, 39.631], [-81.452, 39.631], [-81.452, 39.645], [-81.473, 39.646], [-81.474, 39.583], [-81.588, 39.587], [-81.586, 39.664], [-81.643, 39.666], [-81.64, 39.753], [-81.698, 39.756], [-81.694, 39.842], [-81.58, 39.839], [-81.578, 39.897], [-81.465, 39.894], [-81.462, 39.923], [-81.387, 39.921], [-81.386, 39.95], [-81.348, 39.95], [-81.348, 39.954], [-81.234, 39.951]]]"
214,Ottawa,2020,31,"[[[[-82.808, 41.724], [-82.807, 41.713], [-82.827, 41.714], [-82.825, 41.728], [-82.808, 41.724]]], [[[-82.808, 41.675], [-82.824, 41.684], [-82.816, 41.693], [-82.783, 41.703], [-82.779, 41.696], [-82.802, 41.69], [-82.808, 41.675]]], [[[-82.795, 41.658], [-82.81, 41.645], [-82.817, 41.645], [-82.836, 41.63], [-82.841, 41.632], [-82.841, 41.653], [-82.831, 41.662], [-82.795, 41.658]]], [[[-83.064, 41.457], [-83.205, 41.458], [-83.338, 41.458], [-83.339, 41.501], [-83.415, 41.5], [-83.416, 41.62], [-83.254, 41.623], [-83.164, 41.624], [-83.163, 41.625], [-83.149, 41.622], [-83.115, 41.619], [-83.074, 41.604], [-83.064, 41.594], [-83.038, 41.565], [-82.994, 41.538], [-82.965, 41.526], [-82.935, 41.518], [-82.913, 41.517], [-82.896, 41.52], [-82.877, 41.529], [-82.861, 41.542], [-82.851, 41.559], [-82.857, 41.58], [-82.85, 41.587], [-82.831, 41.59], [-82.82, 41.574], [-82.84, 41.544], [-82.854, 41.533], [-82.85, 41.529], [-82.831, 41.539], [-82.815, 41.564], [-82.804, 41.562], [-82.791, 41.547], [-82.817, 41.539], [-82.817, 41.532], [-82.786, 41.537], [-82.781, 41.541], [-82.753, 41.546], [-82.718, 41.543], [-82.709, 41.538], [-82.709, 41.527], [-82.721, 41.51], [-82.753, 41.511], [-82.769, 41.502], [-82.79, 41.506], [-82.806, 41.504], [-82.825, 41.49], [-82.842, 41.501], [-82.872, 41.491], [-82.89, 41.488], [-82.924, 41.489], [-82.936, 41.487], [-82.959, 41.49], [-82.975, 41.466], [-82.982, 41.469], [-82.998, 41.461], [-83.007, 41.466], [-83.064, 41.457]]]]"
215,Ottawa,2021,157,"[[[[-82.808, 41.724], [-82.807, 41.713], [-82.827, 41.714], [-82.825, 41.728], [-82.808, 41.724]]], [[[-82.808, 41.675], [-82.824, 41.684], [-82.816, 41.693], [-82.783, 41.703], [-82.779, 41.696], [-82.802, 41.69], [-82.808, 41.675]]], [[[-82.795, 41.658], [-82.81, 41.645], [-82.817, 41.645], [-82.836, 41.63], [-82.841, 41.632], [-82.841, 41.653], [-82.831, 41.662], [-82.795, 41.658]]], [[[-83.064, 41.457], [-83.205, 41.458], [-83.338, 41.458], [-83.339, 41.501], [-83.415, 41.5], [-83.416, 41.62], [-83.254, 41.623], [-83.164, 41.624], [-83.163, 41.625], [-83.149, 41.622], [-83.115, 41.619], [-83.074, 41.604], [-83.064, 41.594], [-83.038, 41.565], [-82.994, 41.538], [-82.965, 41.526], [-82.935, 41.518], [-82.913, 41.517], [-82.896, 41.52], [-82.877, 41.529], [-82.861, 41.542], [-82.851, 41.559], [-82.857, 41.58], [-82.85, 41.587], [-82.831, 41.59], [-82.82, 41.574], [-82.84, 41.544], [-82.854, 41.533], [-82.85, 41.529], [-82.831, 41.539], [-82.815, 41.564], [-82.804, 41.562], [-82.791, 41.547], [-82.817, 41.539], [-82.817, 41.532], [-82.786, 41.537], [-82.781, 41.541], [-82.753, 41.546], [-82.718, 41.543], [-82.709, 41.538], [-82.709, 41.527], [-82.721, 41.51], [-82.753, 41.511], [-82.769, 41.502], [-82.79, 41.506], [-82.806, 41.504], [-82.825, 41.49], [-82.842, 41.501], [-82.872, 41.491], [-82.89, 41.488], [-82.924, 41.489], [-82.936, 41.487], [-82.959, 41.49], [-82.975, 41.466], [-82.982, 41.469], [-82.998, 41.461], [-83.007, 41.466], [-83.064, 41.457]]]]"
216,Ottawa,2022,181,"[[[[-82.808, 41.724], [-82.807, 41.713], [-82.827, 41.714], [-82.825, 41.728], [-82.808, 41.724]]], [[[-82.808, 41.675], [-82.824, 41.684], [-82.816, 41.693], [-82.783, 41.703], [-82.779, 41.696], [-82.802, 41.69], [-82.808, 41.675]]], [[[-82.795, 41.658], [-82.81, 41.645], [-82.817, 41.645], [-82.836, 41.63], [-82.841, 41.632], [-82.841, 41.653], [-82.831, 41.662], [-82.795, 41.658]]], [[[-83.064, 41.457], [-83.205, 41.458], [-83.338, 41.458], [-83.339, 41.501], [-83.415, 41.5], [-83.416, 41.62], [-83.254, 41.623], [-83.164, 41.624], [-83.163, 41.625], [-83.149, 41.622], [-83.115, 41.619], [-83.074, 41.604], [-83.064, 41.594], [-83.038, 41.565], [-82.994, 41.538], [-82.965, 41.526], [-82.935, 41.518], [-82.913, 41.517], [-82.896, 41.52], [-82.877, 41.529], [-82.861, 41.542], [-82.851, 41.559], [-82.857, 41.58], [-82.85, 41.587], [-82.831, 41.59], [-82.82, 41.574], [-82.84, 41.544], [-82.854, 41.533], [-82.85, 41.529], [-82.831, 41.539], [-82.815, 41.564], [-82.804, 41.562], [-82.791, 41.547], [-82.817, 41.539], [-82.817, 41.532], [-82.786, 41.537], [-82.781, 41.541], [-82.753, 41.546], [-82.718, 41.543], [-82.709, 41.538], [-82.709, 41.527], [-82.721, 41.51], [-82.753, 41.511], [-82.769, 41.502], [-82.79, 41.506], [-82.806, 41.504], [-82.825, 41.49], [-82.842, 41.501], [-82.872, 41.491], [-82.89, 41.488], [-82.924, 41.489], [-82.936, 41.487], [-82.959, 41.49], [-82.975, 41.466], [-82.982, 41.469], [-82.998, 41.461], [-83.007, 41.466], [-83.064, 41.457]]]]"
217,Ottawa,2023,35,"[[[[-82.808, 41.724], [-82.807, 41.713], [-82.827, 41.714], [-82.825, 41.728], [-82.808, 41.724]]], [[[-82.808, 41.675], [-82.824, 41.684], [-82.816, 41.693], [-82.783, 41.703], [-82.779, 41.696], [-82.802, 41.69], [-82.808, 41.675]]], [[[-82.795, 41.658], [-82.81, 41.645], [-82.817, 41.645], [-82.836, 41.63], [-82.841, 41.632], [-82.841, 41.653], [-82.831, 41.662], [-82.795, 41.658]]], [[[-83.064, 41.457], [-83.205, 41.458], [-83.338, 41.458], [-83.339, 41.501], [-83.415, 41.5], [-83.416, 41.62], [-83.254, 41.623], [-83.164, 41.624], [-83.163, 41.625], [-83.149, 41.622], [-83.115, 41.619], [-83.074, 41.604], [-83.064, 41.594], [-83.038, 41.565], [-82.994, 41.538], [-82.965, 41.526], [-82.935, 41.518], [-82.913, 41.517], [-82.896, 41.52], [-82.877, 41.529], [-82.861, 41.542], [-82.851, 41.559], [-82.857, 41.58], [-82.85, 41.587], [-82.831, 41.59], [-82.82, 41.574], [-82.84, 41.544], [-82.854, 41.533], [-82.85, 41.529], [-82.831, 41.539], [-82.815, 41.564], [-82.804, 41.562], [-82.791, 41.547], [-82.817, 41.539], [-82.817, 41.532], [-82.786, 41.537], [-82.781, 41.541], [-82.753, 41.546], [-82.718, 41.543], [-82.709, 41.538], [-82.709, 41.527], [-82.721, 41.51], [-82.753, 41.511], [-82.769, 41.502], [-82.79, 41.506], [-82.806, 41.504], [-82.825, 41.49], [-82.842, 41.501], [-82.872, 41.491], [-82.89, 41.488], [-82.924, 41.489], [-82.936, 41.487], [-82.959, 41.49], [-82.975, 41.466], [-82.982, 41.469], [-82.998, 41.461], [-83.007, 41.466], [-83.064, 41.457]]]]"
218,Perry,2020,136,"[[[-82.048, 39.551], [-82.159, 39.556], [-82.264, 39.562], [-82.262, 39.591], [-82.38, 39.597], [-82.375, 39.655], [-82.366, 39.742], [-82.404, 39.745], [-82.396, 39.833], [-82.473, 39.837], [-82.463, 39.93], [-82.418, 39.928], [-82.418, 39.922], [-82.337, 39.918], [-82.234, 39.913], [-82.162, 39.909], [-82.171, 39.82], [-82.073, 39.816], [-82.076, 39.771], [-82.08, 39.728], [-82.024, 39.725], [-82.032, 39.638], [-82.04, 39.55], [-82.048, 39.551]]]"
219,Perry,2021,294,"[[[-82.048, 39.551], [-82.159, 39.556], [-82.264, 39.562], [-82.262, 39.591], [-82.38, 39.597], [-82.375, 39.655], [-82.366, 39.742], [-82.404, 39.745], [-82.396, 39.833], [-82.473, 39.837], [-82.463, 39.93], [-82.418, 39.928], [-82.418, 39.922], [-82.337, 39.918], [-82.234, 39.913], [-82.162, 39.909], [-82.171, 39.82], [-82.073, 39.816], [-82.076, 39.771], [-82.08, 39.728], [-82.024, 39.725], [-82.032, 39.638], [-82.04, 39.55], [-82.048, 39.551]]]"
220,Perry,2022,231,"[[[-82.048, 39.551], [-82.159, 39.556], [-82.264, 39.562], [-82.262, 39.591], [-82.38, 39.597], [-82.375, 39.655], [-82.366, 39.742], [-82.404, 39.745], [-82.396, 39.833], [-82.473, 39.837], [-82.463, 39.93], [-82.418, 39.928], [-82.418, 39.922], [-82.337, 39.918], [-82.234, 39.913], [-82.162, 39.909], [-82.171, 39.82], [-82.073, 39.816], [-82.076, 39.771], [-82.08, 39.728], [-82.024, 39.725], [-82.032, 39.638], [-82.04, 39.55], [-82.048, 39.551]]]"
221,Perry,2023,194,"[[[-82.048, 39.551], [-82.159, 39.556], [-82.264, 39.562], [-82.262, 39.591], [-82.38, 39.597], [-82.375, 39.655], [-82.366, 39.742], [-82.404, 39.745], [-82.396, 39.833], [-82.473, 39.837], [-82.463, 39.93], [-82.418, 39.928], [-82.418, 39.922], [-82.337, 39.918], [-82.234, 39.913], [-82.162, 39.909], [-82.171, 39.82], [-82.073, 39.816], [-82.076, 39.771], [-82.08, 39.728], [-82.024, 39.725], [-82.032, 39.638], [-82.04, 39.55], [-82.048, 39.551]]]"
222,Pickaway,2020,259,"[[[-82.824, 39.795], [-82.837, 39.649], [-82.834, 39.649], [-82.843, 39.561], [-82.731, 39.555], [-82.741, 39.468], [-82.824, 39.472], [-82.998, 39.48], [-82.995, 39.488], [-82.98, 39.491], [-82.982, 39.507], [-83.098, 39.509], [-83.267, 39.516], [-83.253, 39.695], [-83.244, 39.813], [-83.185, 39.809], [-83.038, 39.806], [-82.824, 39.795]]]"
223,Pickaway,2021,365,"[[[-82.824, 39.795], [-82.837, 39.649], [-82.834, 39.649], [-82.843, 39.561], [-82.731, 39.555], [-82.741, 39.468], [-82.824, 39.472], [-82.998, 39.48], [-82.995, 39.488], [-82.98, 39.491], [-82.982, 39.507], [-83.098, 39.509], [-83.267, 39.516], [-83.253, 39.695], [-83.244, 39.813], [-83.185, 39.809], [-83.038, 39.806], [-82.824, 39.795]]]"
224,Pickaway,2022,299,"[[[-82.824, 39.795], [-82.837, 39.649], [-82.834, 39.649], [-82.843, 39.561], [-82.731, 39.555], [-82.741, 39.468], [-82.824, 39.472], [-82.998, 39.48], [-82.995, 39.488], [-82.98, 39.491], [-82.982, 39.507], [-83.098, 39.509], [-83.267, 39.516], [-83.253, 39.695], [-83.244, 39.813], [-83.185, 39.809], [-83.038, 39.806], [-82.824, 39.795]]]"
225,Pickaway,2023,291,"[[[-82.824, 39.795], [-82.837, 39.649], [-82.834, 39.649], [-82.843, 39.561], [-82.731, 39.555], [-82.741, 39.468], [-82.824, 39.472], [-82.998, 39.48], [-82.995, 39.488], [-82.98, 39.491], [-82.982, 39.507], [-83.098, 39.509], [-83.267, 39.516], [-83.253, 39.695], [-83.244, 39.813], [-83.185, 39.809], [-83.038, 39.806], [-82.824, 39.795]]]"
226,Pike,2020,216,"[[[-82.786, 39.169], [-82.797, 39.059], [-82.807, 38.948], [-82.9, 38.953], [-83.043, 38.957], [-83.162, 38.958], [-83.212, 38.96], [-83.215, 38.975], [-83.214, 38.991], [-83.232, 38.999], [-83.237, 39.012], [-83.245, 39.016], [-83.271, 39.016], [-83.306, 39.043], [-83.315, 39.052], [-83.386, 39.055], [-83.354, 39.197], [-83.297, 39.196], [-82.995, 39.18], [-82.786, 39.169]]]"
227,Pike,2021,242,"[[[-82.786, 39.169], [-82.797, 39.059], [-82.807, 38.948], [-82.9, 38.953], [-83.043, 38.957], [-83.162, 38.958], [-83.212, 38.96], [-83.215, 38.975], [-83.214, 38.991], [-83.232, 38.999], [-83.237, 39.012], [-83.245, 39.016], [-83.271, 39.016], [-83.306, 39.043], [-83.315, 39.052], [-83.386, 39.055], [-83.354, 39.197], [-83.297, 39.196], [-82.995, 39.18], [-82.786, 39.169]]]"
228,Pike,2022,249,"[[[-82.786, 39.169], [-82.797, 39.059], [-82.807, 38.948], [-82.9, 38.953], [-83.043, 38.957], [-83.162, 38.958], [-83.212, 38.96], [-83.215, 38.975], [-83.214, 38.991], [-83.232, 38.999], [-83.237, 39.012], [-83.245, 39.016], [-83.271, 39.016], [-83.306, 39.043], [-83.315, 39.052], [-83.386, 39.055], [-83.354, 39.197], [-83.297, 39.196], [-82.995, 39.18], [-82.786, 39.169]]]"
229,Pike,2023,244,"[[[-82.786, 39.169], [-82.797, 39.059], [-82.807, 38.948], [-82.9, 38.953], [-83.043, 38.957], [-83.162, 38.958], [-83.212, 38.96], [-83.215, 38.975], [-83.214, 38.991], [-83.232, 38.999], [-83.237, 39.012], [-83.245, 39.016], [-83.271, 39.016], [-83.306, 39.043], [-83.315, 39.052], [-83.386, 39.055], [-83.354, 39.197], [-83.297, 39.196], [-82.995, 39.18], [-82.786, 39.169]]]"
230,Portage,2020,422,"[[[-81.392, 41.349], [-81.298, 41.347], [-81.003, 41.348], [-81.002, 41.134], [-81.002, 40.988], [-81.086, 40.988], [-81.393, 40.989], [-81.393, 41.066], [-81.392, 41.198], [-81.392, 41.349]]]"
231,Portage,2021,531,"[[[-81.392, 41.349], [-81.298, 41.347], [-81.003, 41.348], [-81.002, 41.134], [-81.002, 40.988], [-81.086, 40.988], [-81.393, 40.989], [-81.393, 41.066], [-81.392, 41.198], [-81.392, 41.349]]]"
232,Portage,2022,478,"[[[-81.392, 41.349], [-81.298, 41.347], [-81.003, 41.348], [-81.002, 41.134], [-81.002, 40.988], [-81.086, 40.988], [-81.393, 40.989], [-81.393, 41.066], [-81.392, 41.198], [-81.392, 41.349]]]"
233,Portage,2023,509,"[[[-81.392, 41.349], [-81.298, 41.347], [-81.003, 41.348], [-81.002, 41.134], [-81.002, 40.988], [-81.086, 40.988], [-81.393, 40.989], [-81.393, 41.066], [-81.392, 41.198], [-81.392, 41.349]]]"
234,Preble,2020,169,"[[[-84.485, 39.918], [-84.482, 39.745], [-84.481, 39.657], [-84.479, 39.59], [-84.479, 39.568], [-84.591, 39.568], [-84.815, 39.568], [-84.815, 39.727], [-84.814, 39.917], [-84.761, 39.916], [-84.596, 39.917], [-84.485, 39.918]]]"
235,Preble,2021,245,"[[[-84.485, 39.918], [-84.482, 39.745], [-84.481, 39.657], [-84.479, 39.59], [-84.479, 39.568], [-84.591, 39.568], [-84.815, 39.568], [-84.815, 39.727], [-84.814, 39.917], [-84.761, 39.916], [-84.596, 39.917], [-84.485, 39.918]]]"
236,Preble,2022,177,"[[[-84.485, 39.918], [-84.482, 39.745], [-84.481, 39.657], [-84.479, 39.59], [-84.479, 39.568], [-84.591, 39.568], [-84.815, 39.568], [-84.815, 39.727], [-84.814, 39.917], [-84.761, 39.916], [-84.596, 39.917], [-84.485, 39.918]]]"
237,Preble,2023,183,"[[[-84.485, 39.918], [-84.482, 39.745], [-84.481, 39.657], [-84.479, 39.59], [-84.479, 39.568], [-84.591, 39.568], [-84.815, 39.568], [-84.815, 39.727], [-84.814, 39.917], [-84.761, 39.916], [-84.596, 39.917], [-84.485, 39.918]]]"
